placeholder,wordNumber,tocflLevel,wordSimplified,wordTraditional,wordPinyin,wordType,wordTranslation
,,4,形象,形象,xíngxiàng ,(N),image
,,4,形状,形狀,xíngzhuàng ,(N),shape
,,4,性质,性質,xìngzhí ,(N),nature
,,4,雄伟,雄偉,xióngwěi ,(VS),majestic
,,4,休假,休假,xiūjià ,(VA),take a vacation
,,4,休闲,休閒,xiūxián  ,(VA),leisure
,,4,修正,修正,xiūzhèng  ,(VA),correction
,,4,需,需,xū ,(VS),need
,,4,须知,須知,xūzhī  ,(N),notice
,,4,许,許,xŭ ,(VA),may
,,4,许愿,許願,xŭyuàn  ,(VA),wish
,,4,宣布/布,宣布/佈,xuānbù,(VA),announce
,,4,宣传,宣傳,xuānchuán ,(N),publicity
,,4,宣传,宣傳,xuānchuán ,(VA),publicity
,,4,悬,懸,xuán ,(VA),hang up
,,4,选手,選手,xuănshŏu ,(N),player
,,4,靴(子),靴(子),xuē(zi),(N),shoes
,,4,学会,學會,xuéhuì ,(N),learn
,,4,学历,學歷,xuélì ,(N),academic degree
,,4,学术,學術,xuéshù ,(N),academic
,,4,学位,學位,xuéwèi ,(N),bachelor of science
,,4,学业,學業,xuéyè ,(N),academic studies
,,4,学者,學者,xuézhě ,(N),scholar
,,4,雪花,雪花,xuěhuā ,(N),snowflake
,,4,削减,削減,xuèjiăn ,(VA),reduction
,,4,寻,尋,xún ,(VA),searching
,,4,循环,循環,xúnhuán ,(VA),cycle
,,4,迅速,迅速,xùnsù ,(VS),fast
,,4,压,壓,yā ,(VA),press
,,4,压力,壓力,yālì ,(N),pressure
,,4,压迫,壓迫,yāpò ,(VA),oppression
,,4,牙膏,牙膏,yágāo ,(N),toothpaste
,,4,烟/烟,煙/菸,yān,(N),cigarette/smoke
,,4,沿,沿,yán ,(Prep),along
,,4,严,嚴,yán ,(VS),strict
,,4,严格,嚴格,yángé ,(VS),strict
,,4,严肃,嚴肅,yánsù ,(VS),serious
,,4,盐巴,鹽巴,yánbā ,(N),salt
,,4,延长,延長,yáncháng ,(VA),extend
,,4,癌症,癌症,yánzhèng ,(N),cancer
,,4,演唱,演唱,yănchàng ,(VA),sing
,,4,演奏,演奏,yănzòu ,(VA),performance
,,4,掩盖,掩蓋,yăngài ,(VA),cover
,,4,宴会,宴會,yànhuì ,(N),banquet
,,4,厌恶,厭惡,yànwù ,(VS),disgust
,,4,痒,癢,yăng ,(VS),itch
,,4,氧气,氧氣,yăngqì ,(N),oxygen
,,4,样品,樣品,yàngpĭn ,(N),sample
,,4,哟,喲,yāo ,(P),yo
,,4,腰,腰,yāo ,(N),hip
,,4,摇,搖,yáo ,(VA),shake
,,4,摇摆,搖擺,yáobăi ,(VA),swing
,,4,摇头,搖頭,yáotóu ,(VA),shake
,,4,要不,要不,yàobù ,(Conj),or
,,4,要好,要好,yàohăo ,(VS),be good
,,4,要命,要命,yàomìng ,(VS),be terrible
,,4,药方,藥方,yàofāng ,(N),prescription
,,4,药水,藥水,yàoshuĭ ,(N),potion
,,4,药物,藥物,yàowù ,(N),drug
,,4,野,野,yě ,(VS),field
,,4,野兽,野獸,yěshòu ,(N),beast
,,4,野心,野心,yěxīn ,(N),ambition
,,4,夜景,夜景,yèjǐng ,(N),night view
,,4,夜晚,夜晚,yèwăn ,(N),night
,,4,业务,業務,yèwù ,(N),business
,,4,业余,業餘,yèyú ,(VS),amateur
,,4,叶子,葉子,yèzi ,(N),leaf
,,4,一一,一一,yīyī ,(Adv),all
,,4,衣裳,衣裳,yīshang ,(N),clothes
,,4,依据,依據,yījù ,(N),in accordance with
,,4,依然,依然,yīrán ,(Adv),still
,,4,医,醫,yī ,(VA),medical
,,4,医师,醫師,yīshī ,(N),physician
,,4,医学,醫學,yīxué ,(N),medicine
,,4,一带,一帶,yídài ,(N),area
,,4,一旦,一旦,yídàn ,(Conj),once
,,4,一大早,一大早,yídàzăo ,(N),early in the morning
,,4,一面,一面,yímiàn ,(Adv),one side
,,4,一再,一再,yízài ,(Adv),repeatedly
,,4,一致,一致,yízhì ,(VS),consistent
,,4,移,移,yí ,(VA),shift
,,4,移动,移動,yídòng ,(VA),move
,,4,移民,移民,yímín ,(VA),migrant
,,4,疑问,疑問,yíwèn ,(N),question
,,4,仪器,儀器,yíqì ,(N),instrument
,,4,仪式,儀式,yíshì ,(N),ceremony
,,4,乙,乙,yĭ,(Det),second
,,4,已婚,已婚,yĭhūn,(VS),married
,,4,以,以,yĭ,(Conj),by
,,4,以便,以便,yĭbiàn ,(Conj),so that
,,4,以及,以及,yĭjí ,(Conj),as well as
,,4,以往,以往,yĭwăng ,(N),in the past
,,4,一般而言,一般而言,yìbānéryán ,(Conj),in general
,,4,一口气,一口氣,yìkŏuqì ,(Adv),breath
,,4,一旁,一旁,yìpáng ,(N),aside
,,4,一齐,一齊,yìqí ,(Adv),uniform
,,4,一天到晚,一天到晚,yìtiāndàowăn ,(Adv),one day to night
,,4,易,易,yì ,(VS),easy
,,4,意识,意識,yìshì ,(N),consciousness
,,4,意外,意外,yìwài ,(VS),accident
,,4,意愿,意願,yìyuàn,(N),aspiration
,,4,意志,意志,yìzhì ,(N),will
,,4,亿,億,yì ,(Det),100 million
,,4,义务,義務,yìwù ,(N),obligation
,,4,议会,議會,yìhuì ,(N),parliament
,,4,因而,因而,yīnér ,(Conj),thus
,,4,因素,因素,yīnsù ,(N),factor
,,4,银,銀,yín ,(N),silver
,,4,引发,引發,yĭnfā ,(VA),cause
,,4,饮,飲,yĭn ,(VA),drink
,,4,饮食,飲食,yĭnshí ,(N),diet
,,4,印,印,yìn ,(VA),print
,,4,印刷,印刷,yìnshuā ,(VA),printing
,,4,印象,印象,yìnxiàng ,(N),impression
,,4,印章,印章,yìnzhāng ,(N),seal
,,4,应当,應當,yīngdāng ,(Adv),should
,,4,婴儿,嬰兒,yīngér ,(N),baby
,,4,英雄,英雄,yīngxióng ,(N),hero
,,4,赢得,贏得,yíngdé ,(VS),win
,,4,迎接,迎接,yíngjiē ,(VA),meet
,,4,营养,營養,yíngyăng ,(VS),nutrition
,,4,营业,營業,yíngyè ,(VA),operate
,,4,影本,影本,yĭngběn ,(N),film
,,4,影印,影印,yĭngyìn ,(VA),photocopy
,,4,影子,影子,yĭngzi ,(N),shadow
,,4,硬,硬,yìng ,(VS),hard
,,4,应付,應付,yìngfù ,(VA),handle
,,4,应邀,應邀,yìngyāo ,(VA),invite
,,4,应用,應用,yìngyòng ,(VA),application
,,4,拥抱,擁抱,yŏngbào ,(VA),embrace
,,4,拥护,擁護,yŏnghù ,(VA),support
,,4,拥挤,擁擠,yŏngjĭ ,(VS),crowded
,,4,勇气,勇氣,yŏngqì ,(N),courage
,,4,用不着,用不著,yòngbùzháo,(Adv),not use
,,4,用处,用處,yòngchù ,(N),usefulness
,,4,用得着,用得著,yòngdezháo,(VS),use
,,4,用具,用具,yòngjù ,(N),utensil
,,4,用力,用力,yònglì ,(VS),force
,,4,用心,用心,yòngxīn ,(VS),attentive
,,4,忧郁,憂鬱,yōuyù ,(VS),melancholy
,,4,优惠,優惠,yōuhuì ,(VS),discount
,,4,优良,優良,yōuliáng ,(VS),excellent
,,4,优美,優美,yōuměi ,(VS),beautiful
,,4,优越,優越,yōuyuè ,(VS),superior
,,4,由,由,yóu ,(Prep),depend on
,,4,油,油,yóu ,(VS),oil
,,4,油腻,油膩,yóunì ,(VS),greasy
,,4,游,游,yóu ,(VA),tour
,,4,邮差,郵差,yóuchāi ,(N),postman
,,4,邮件,郵件,yóujiàn ,(N),mail
,,4,游戏,遊戲,yóuxì ,(N),game
,,4,游戏,遊戲,yóuxì ,(VA),game
,,4,游行,遊行,yóuxíng ,(VA),procession
,,4,犹豫,猶豫,yóuyù ,(VS),hesitate
,,4,友好,友好,yŏuhăo ,(VS),friendly
,,4,有关,有關,yŏuguān ,(Prep),related
,,4,有关,有關,yŏuguān ,(VS),related
,,4,有力,有力,yŏulì ,(VS),powerful
,,4,有利,有利,yŏulì ,(VS),favorable
,,4,有些,有些,yŏuxiē ,(Adv),some
,,4,有些,有些,yŏuxiē ,(Det),some
,,4,娱乐,娛樂,yúlè ,(N),entertainment
,,4,语调,語調,yŭdiào ,(N),tone
,,4,语气,語氣,yŭqì ,(N),tone
,,4,语音,語音,yŭyīn ,(N),voice
,,4,与其,與其,yŭqí ,(Conj),instead of
,,4,遇,遇,yù ,(VS),encounter
,,4,遇见,遇見,yùjiàn ,(VA),meet
,,4,预报,預報,yùbào ,(N),forecast
,,4,预定,預定,yùdìng ,(VA),reserve
,,4,预订,預訂,yùdìng ,(VA),booking
,,4,预计,預計,yùjì ,(VA),predict
,,4,预算,預算,yùsuàn ,(N),budget
,,4,预先,預先,yùxiān ,(Adv),advance
,,4,冤枉,冤枉,yuānwăng ,(VS),unjust
,,4,元旦,元旦,yuándàn ,(N),new year
,,4,原来,原來,yuánlái ,(VS),turn out to be
,,4,原理,原理,yuánlĭ ,(N),principle
,,4,原料,原料,yuánliào ,(N),raw material
,,4,原始,原始,yuánshĭ ,(VS),original
,,4,原先,原先,yuánxiān ,(Adv),original
,,4,原则,原則,yuánzé ,(N),in principle
,,4,原则上,原則上,yuánzéshàng ,(Adv),in principle
,,4,圆珠笔,原子筆,yuánzĭbĭ ,(N),ball-point pen
,,4,圆满,圓滿,yuánmăn ,(VS),complete
,,4,圆形,圓形,yuánxíng ,(N),circular
,,4,缘故,緣故,yuángù ,(N),reason
,,4,远大,遠大,yuăndà ,(VS),big
,,4,愿,願,yuàn ,(VS),willing
,,4,月份,月份,yuèfèn ,(N),month
,,4,月光,月光,yuèguāng ,(N),moonlight
,,4,月球,月球,yuèqiú ,(N),moon
,,4,晕,暈,yūn ,(VS),faint
,,4,允许,允許,yŭnxŭ ,(VA),allow
,,4,运输,運輸,yùnshū ,(VA),transportation
,,4,运送,運送,yùnsòng ,(VA),transport
,,4,运用,運用,yùnyòng ,(VA),use
,,4,运转,運轉,yùnzhuăn ,(VA),run
,,4,砸,砸,zá ,(VA),smash
,,4,杂,雜,zá ,(VS),miscellaneous
,,4,灾害,災害,zāihài ,(N),disaster
,,4,灾难,災難,zāinàn ,(N),disaster
,,4,在,在,zài,(VA),exist
,,4,在乎,在乎,zàihū ,(VS),care
,,4,再度,再度,zàidù ,(Adv),once again
,,4,再说,再說,zàishuō ,(Conj),to say
,,4,载,載,zài ,(VA),load
,,4,咱们,咱們,zánmen ,(N),we
,,4,赞成,贊成,zànchéng ,(VS),approve
,,4,赞同,贊同,zàntóng ,(VS),agree
,,4,赞美,讚美,zànměi ,(VA),praise
,,4,葬礼,葬禮,zànglĭ,(N),funeral
,,4,糟,糟,zāo ,(VS),bad
,,4,糟糕,糟糕,zāogāo ,(VS),oops
,,4,遭到,遭到,zāodào ,(VS),suffer
,,4,遭受,遭受,zāoshòu ,(VS),suffer
,,4,遭遇,遭遇,zāoyù ,(N),encounter
,,4,早晨,早晨,zăochén ,(N),morning
,,4,早点,早點,zăodiăn ,(Adv),early
,,4,早点,早點,zăodiăn ,(N),early
,,4,早晚,早晚,zǎowǎn ,(Adv),morning or later
,,4,早已,早已,zăoyĭ ,(Adv),for a long time
,,4,造,造,zào ,(VA),make
,,4,造句,造句,zàojù ,(VA),sentence
,,4,则,則,zé ,(Adv),but
,,4,则,則,zé ,(M),but
,,4,怎,怎,zěn ,(Adv),how
,,4,增长,增長,zēngzhăng ,(VS),increase
,,4,赠品,贈品,zèngpĭn ,(N),gift
,,4,赠送,贈送,zèngsòng ,(VA),give away
,,4,窄,窄,zhăi ,(VS),narrow
,,4,展出,展出,zhănchū ,(VA),display
,,4,展开,展開,zhănkāi ,(VA),development
,,4,展览,展覽,zhănlăn ,(N),exhibition
,,4,展览,展覽,zhănlăn ,(VA),exhibition
,,4,展示,展示,zhănshì ,(VA),exhibit
,,4,占/占,占/佔,zhàn ,(VA),occupy
,,4,占/占,占/佔,zhàn ,(VS),occupy
,,4,占/占有,占/佔有,zhànyŏu ,(VS),occupy/possess
,,4,站住,站住,zhànzhù ,(VA),stop
,,4,战场,戰場,zhànchăng ,(N),battlefield
,,4,张,張,zhāng ,(VA),open
,,4,章,章,zhāng ,(M),chapter
,,4,长,長,zhǎng ,(VS),long
,,4,长辈,長輩,zhǎngbèi,(N),elder
,,4,涨,漲,zhăng ,(VS),rise
,,4,涨价,漲價,zhăngjià ,(VS),price increase
,,4,掌声,掌聲,zhăngshēng ,(N),applause
,,4,帐单,帳單,zhàngdān ,(N),bill
,,4,丈夫,丈夫,zhàngfū ,(N),husband
,,4,招呼,招呼,zhāohū ,(VA),call
,,4,招手,招手,zhāoshŏu ,(VA),wave
,,4,照,照,zhào ,(Adv),according to
,,4,照常,照常,zhàocháng ,(VS),as usual
,,4,召开,召開,zhàokāi ,(VA),hold
,,4,折,折,zhé ,(VA),fold
,,4,折合,折合,zhéhé ,(VA),discount
,,4,折扣,折扣,zhékòu ,(N),discount
,,4,折磨,折磨,zhémó ,(VA),torture
,,4,者,者,zhě ,(N),by
,,4,针,針,zhēn ,(N),needle
,,4,针对,針對,zhēnduì ,(Prep),against
,,4,侦探,偵探,zhēntàn ,(N),detective
,,4,珍惜,珍惜,zhēnxí ,(VS),cherish
,,4,珍珠,珍珠,zhēnzhū ,(N),pearl
,,4,真心,真心,zhēnxīn ,(N),sincere
,,4,枕头,枕頭,zhěntou ,(N),pillow
,,4,阵,陣,zhèn ,(M),array
,,4,阵子,陣子,zhènzi ,(N),for a while
,,4,震动,震動,zhèndòng ,(VA),shock
,,4,争,爭,zhēng ,(VA),fight
,,4,争论,爭論,zhēnglùn ,(VA),debate
,,4,争取,爭取,zhēngqŭ ,(VA),strive for
,,4,睁,睜,zhēng ,(VA),open eyes
,,4,征求,徵求,zhēngqiú ,(VA),seek
,,4,正月,正月,zhēngyuè ,(N),new year
,,4,整,整,zhěng ,(N),all
,,4,整,整,zhěng ,(VS),all
,,4,整洁,整潔,zhěngjié ,(VS),tidy
,,4,整数,整數,zhěngshù ,(N),integer
,,4,正,正,zhèng ,(VS),just
,,4,正方形,正方形,zhèngfāngxíng ,(N),square
,,4,正规,正規,zhèngguī ,(VS),regular
,,4,正好,正好,zhènghăo ,(Adv),exactly
,,4,正好,正好,zhènghăo ,(VS),exactly
,,4,正经,正經,zhèngjīng ,(VS),serious
,,4,正面,正面,zhèngmiàn ,(N),front
,,4,政策,政策,zhèngcè ,(N),policy
,,4,政党,政黨,zhèngdăng ,(N),political party
,,4,政府,政府,zhèngfŭ ,(N),government
,,4,证件,證件,zhèngjiàn ,(N),document
,,4,证据,證據,zhèngjù ,(N),evidence
,,4,证明,證明,zhèngmíng ,(N),prove
,,4,证实,證實,zhèngshí ,(VA),confirm
,,4,症状,症狀,zhèngzhuàng ,(N),symptom
,,4,之,之,zhī ,(N),of
,,4,之,之,zhī ,(P),of
,,4,之后,之後,zhīhòu ,(N),after
,,4,之间,之間,zhījiān ,(N),between
,,4,之类,之類,zhīlèi ,(N),such as
,,4,之前,之前,zhīqián ,(N),before
,,4,支,支,zhī,(M),branch
,,4,支持,支持,zhīchí ,(VA),support
,,4,支出,支出,zhīchū ,(VA),expenditure
,,4,支票,支票,zhīpiào ,(N),cheque
,,4,支援,支援,zhīyuán ,(VA),support
,,4,直,直,zhí ,(Adv),straight
,,4,直接,直接,zhíjiē ,(VS),direct
,,4,直线,直線,zhíxiàn ,(Adv),straight line
,,4,值,值,zhí ,(VS),value
,,4,掷,擲,zhí ,(VA),throw
,,4,职位,職位,zhíwèi ,(N),position
,,4,执行,執行,zhíxíng ,(VA),implement
,,4,止,止,zhǐ ,(VS),end
,,4,只,只,zhĭ,(M),only
,,4,只是,只是,zhĭshì ,(Adv),only
,,4,指,指,zhĭ ,(VA),refer to
,,4,指出,指出,zhĭchū ,(VA),point out
,,4,指导,指導,zhĭdăo ,(VA),guide
,,4,指定,指定,zhĭdìng ,(VA),specify
,,4,指示,指示,zhĭshì ,(N),instruct
,,4,指示,指示,zhĭshì ,(VA),instruct
,,4,指责,指責,zhǐzé ,(VA),blame
,,4,纸张,紙張,zhĭzhāng ,(N),paper
,,4,治,治,zhì ,(VA),rule
,,4,至,至,zhì ,(VA),to
,,4,制定,制定,zhìdìng ,(VA),formulate
,,4,制止,制止,zhìzhĭ,(VA),stop
,,4,志气,志氣,zhìqì ,(N),ambition
,,4,志愿,志願,zhìyuàn ,(N),volunteer
,,4,秩序,秩序,zhìxù ,(N),order
,,4,制造,製造,zhìzào ,(VA),manufacture
,,4,制作,製作,zhìzuò ,(VA),make
,,4,中,中,zhōng ,(VS),middle
,,4,中级,中級,zhōngjí ,(N),intermediate
,,4,中年,中年,zhōngnián ,(N),middle aged
,,4,中途,中途,zhōngtú ,(N),halfway
,,4,中央,中央,zhōngyāng ,(N),central
,,4,中药,中藥,zhōngyào ,(N),traditional chinese medicine
,,4,肿,腫,zhŏng ,(VS),swell
,,4,种类,種類,zhŏnglèi ,(N),kinds
,,4,种子,種子,zhŏngzĭ ,(N),seed
,,4,种族,種族,zhŏngzú ,(N),race
,,4,中,中,zhòng ,(VS),middle
,,4,中毒,中毒,zhòngdú ,(VS),poisoning
,,4,重,重,zhòng ,(VS),heavy
,,4,重大,重大,zhòngdà ,(VS),major
,,4,重量,重量,zhòngliàng ,(N),weight
,,4,重伤,重傷,zhòngshāng ,(N),serious injury
,,4,重伤,重傷,zhòngshāng ,(VS),serious injury
,,4,重心,重心,zhòngxīn ,(N),focus
,,4,州,州,zhōu ,(N),state
,,4,周/周,周/週,zhōu ,(M),weekly
,,4,周到,周到,zhōudào ,(VS),thoughtful
,,4,粥,粥,zhōu ,(N),porridge
,,4,竹(子),竹(子),zhú(zi),(N),bamboo
,,4,逐渐,逐漸,zhújiàn ,(Adv),gradually
,,4,主办,主辦,zhŭbàn ,(VA),host
,,4,主持,主持,zhŭchí ,(VA),host
,,4,主观,主觀,zhŭguān ,(VS),subjective
,,4,主角/角,主角/角,zhŭjiăo/jué,(N),protagonist
,,4,主席,主席,zhŭxí ,(N),chairman
,,4,主张,主張,zhŭzhāng ,(N),claim
,,4,主张,主張,zhŭzhāng ,(VA),claim
,,4,祝贺,祝賀,zhùhè ,(VA),congratulate
,,4,住院,住院,zhùyuàn ,(VA),be hospitalized
,,4,住宅,住宅,zhùzhái ,(N),residence
,,4,住址,住址,zhùzhĭ,(N),address
,,4,注射,注射,zhùshè ,(VA),injection
,,4,注册,註冊,zhùcè ,(VA),register
,,4,专家,專家,zhuānjiā ,(N),expert
,,4,专利,專利,zhuānlì ,(N),patent
,,4,专门,專門,zhuānmén ,(VS),specialized
,,4,专人,專人,zhuānrén ,(N),special person
,,4,专业,專業,zhuānyè ,(N),major
,,4,转,轉,zhuăn ,(VS),change
,,4,转变,轉變,zhuănbiàn ,(VS),change
,,4,转播,轉播,zhuănbò ,(VA),broadcast
,,4,转达,轉達,zhuăndá ,(VA),convey
,,4,转告,轉告,zhuăngào ,(VA),tell
,,4,转机,轉機,zhuănjī ,(VA),turnover
,,4,转身,轉身,zhuănshēn ,(VA),turn around
,,4,转向,轉向,zhuănxiàng ,(VA),turn
,,4,转,轉,zhuàn ,(VA),change
,,4,赚,賺,zhuàn ,(VA),earn
,,4,装饰,裝飾,zhuāngshì ,(VA),decorate
,,4,壮,壯,zhuàng ,(VS),strong
,,4,撞,撞,zhuàng ,(VA),collide
,,4,状况,狀況,zhuàngkuàng ,(N),situation
,,4,追,追,zhuī ,(VA),chase
,,4,准,准,zhŭn ,(VA),allow
,,4,准考证/证,准考證/証,zhŭnkăozhèng ,(N),admission ticket
,,4,准,準,zhŭn ,(VS),allow
,,4,准确,準確,zhŭnquè ,(VS),precise
,,4,捉,捉,zhuō ,(VA),catch
,,4,桌,桌,zhuō ,(M),table
,,4,资本,資本,zīběn ,(N),capital
,,4,资格,資格,zīgé ,(N),qualifications
,,4,资金,資金,zījīn ,(N),funds
,,4,信息,資訊,zīxùn ,(N),information
,,4,紫,紫,zĭ ,(VS),purple
,,4,子女,子女,zĭnǚ ,(N),child
,,4,屏幕文字,字幕,zìmù ,(N),subtitle
,,4,字母,字母,zìmŭ ,(N),letter
,,4,自来水,自來水,zìláishuĭ,(N),tap water
,,4,自然,自然,zìrán ,(N),nature
,,4,自私,自私,zìsī ,(VS),selfish
,,4,自我,自我,zìwǒ ,(N),self
,,4,自信,自信,zìxìn ,(N),confidence
,,4,自愿,自願,zìyuàn ,(VS),volunteer
,,4,自主,自主,zìzhŭ ,(VS),autonomous
,,4,总,總,zǒng ,(Adv),total
,,4,总共,總共,zǒnggòng ,(Adv),in total
,,4,总理,總理,zǒnglĭ ,(N),prime minister
,,4,综合,綜合,zònghé ,(VA),comprehensive
,,4,综合,綜合,zònghé ,(VS),comprehensive
,,4,走道,走道,zǒudào ,(N),aisle
,,4,走私,走私,zǒusī ,(VA),smuggling
,,4,足,足,zú,(VS),legs
,,4,足以,足以,zúyĭ ,(VS),sufficient
,,4,组,組,zŭ ,(VA),group
,,4,组织,組織,zŭzhī ,(N),organize
,,4,阻碍,阻礙,zŭài ,(VA),obstacle
,,4,阻止,阻止,zŭzhĭ,(VA),prevent
,,4,祖国,祖國,zŭguó ,(N),motherland
,,4,钻,鑽,zuān ,(VA),drill
,,4,钻石,鑽石,zuànshí,(N),diamond
,,4,罪,罪,zuì ,(N),crime
,,4,最少,最少,zuìshăo ,(Adv),least
,,4,遵守,遵守,zūnshŏu ,(VS),obey
,,4,尊重,尊重,zūnzhòng ,(VS),respect
,,4,左右,左右,zuŏyòu ,(N),about
,,4,左右,左右,zuŏyòu ,(N),about
,,4,作,作,zuò ,(VA),do
,,4,作家,作家,zuòjiā ,(N),writer
,,4,作为,作為,zuòwéi ,(VA),be
,,4,作文,作文,zuòwén ,(N),composition
,,4,作文,作文,zuòwén ,(VA),composition
,,4,作用,作用,zuòyòng ,(N),effect
,,4,做,做,zuò ,(VA),do
,,4,做客,做客,zuòkè ,(VA),be a guest
,,5,挨,挨,āi ,(VS),suffer
,,5,欸,欸,ăi,(P),eh
,,5,爱戴,愛戴,àidài ,(VS),love
,,5,爱国,愛國,àiguó ,(VS),patriotic
,,5,艾滋病,愛滋病,àizībìng ,(N),aids
,,5,安顿,安頓,āndùn ,(VA),settle down
,,5,安抚,安撫,ānfŭ ,(VS),appease
,,5,安宁,安寧,ānníng ,(VS),peaceful
,,5,安详,安詳,ānxiáng ,(VS),serene
,,5,安置,安置,ānzhì ,(VA),placement
,,5,暗暗,暗暗,ànàn ,(Adv),secretly
,,5,案件,案件,ànjiàn ,(N),case
,,5,案情,案情,ànqíng ,(N),case
,,5,案子,案子,ànzi ,(N),case
,,5,按摩,按摩,ànmó ,(VA),massage
,,5,昂贵,昂貴,ángguì ,(VS),expensive
,,5,奥妙,奧妙,àomiào ,(VS),secret
,,5,懊恼,懊惱,àonăo ,(VS),upset
,,5,八卦,八卦,bāguà ,(N),gossip
,,5,八字,八字,bāzì ,(N),character
,,5,把,把,bă,(M),bundle
,,5,把持,把持,băchí ,(VA),control
,,5,把手,把手,băshǒu ,(N),handle
,,5,白皮书,白皮書,báipíshū ,(N),white paper
,,5,拜会,拜會,bàihuì ,(VA),call
,,5,颁发,頒發,bānfā ,(VA),presence
,,5,颁奖,頒獎,bānjiăng ,(VA),award
,,5,办案,辦案,bànàn ,(VA),handle a case
,,5,半岛,半島,bàndăo ,(N),peninsula
,,5,半导体,半導體,bàndăotǐ ,(N),semiconductor
,,5,帮,幫,bāng ,(M),help
,,5,绑,綁,băng ,(VA),tie
,,5,包袱,包袱,bāofú ,(N),burden
,,5,包围,包圍,bāowéi ,(VA),surround
,,5,宝,寶,băo ,(N),precious
,,5,宝贝,寶貝,băobèi ,(VS),baby
,,5,宝石,寶石,băoshí ,(N),gem
,,5,饱和,飽和,băohé ,(VS),saturation
,,5,饱满,飽滿,băomăn ,(VS),full
,,5,保安,保安,băoān ,(N),security guard
,,5,保管,保管,băoguăn ,(VA),storage
,,5,保龄球,保齡球,băolíngqiú ,(N),bowling
,,5,保姆,保姆,băomŭ ,(N),nanny
,,5,保全,保全,băoquán ,(VA),maintenance
,,5,保险,保險,băoxiăn ,(VS),insurance
,,5,保佑,保佑,băoyòu ,(VS),bless
,,5,保重,保重,băozhòng ,(VS),take care of yourself
,,5,报案,報案,bàoàn ,(VA),report
,,5,报表,報表,bàobiăo ,(N),report
,,5,报酬,報酬,bàochóu ,(N),reward
,,5,报导,報導,bàodǎo,(N),report
,,5,报复,報復,bàofù ,(VA),revenge
,,5,报关,報關,bàoguān ,(VA),customs clearance
,,5,报价,報價,bàojià ,(N),quote
,,5,报刊,報刊,bàokān ,(N),press
,,5,报应,報應,bàoyìng ,(N),retribution
,,5,报章,報章,bàozhāng,(N),newspapers
,,5,暴力,暴力,bàolì ,(VS),violence
,,5,暴雨,暴雨,bàoyŭ ,(N),rainstorm
,,5,爆发,爆發,bàofā ,(VS),break out
,,5,抱负,抱負,bàofù ,(N),ambition
,,5,抱歉,抱歉,bàoqiàn,(VS),feel sorry
,,5,碑,碑,bēi ,(N),monument
,,5,悲哀,悲哀,bēiāi ,(VS),sorrow
,,5,悲观,悲觀,bēiguān ,(VS),pessimistic
,,5,贝壳,貝殼,bèiké ,(N),shell
,,5,倍数,倍數,bèishù ,(N),multiple
,,5,背诵,背誦,bèisòng ,(VA),recite
,,5,背心,背心,bèixīn ,(N),vest
,,5,被子,被子,bèizi ,(N),quilt
,,5,奔腾,奔騰,bēnténg ,(VA),galloping
,,5,本,本,běn ,(Adv),book
,,5,本事,本事,běnshì ,(N),ability
,,5,本位,本位,běnwèi ,(N),standard
,,5,本性,本性,běnxìng ,(N),nature
,,5,本质,本質,běnzhí,(N),nature
,,5,崩溃,崩潰,bēngkuì ,(VS),collapse
,,5,甭,甭,béng ,(Adv),bleak
,,5,敝,敝,bì,(Det),our
,,5,必,必,bì ,(Adv),must
,,5,编辑,編輯,biānjí ,(N),edit
,,5,编辑,編輯,biānjí ,(VA),edit
,,5,编写,編寫,biānxiě ,(VA),write
,,5,编织,編織,biānzhī ,(VA),weave
,,5,编制,編制,biānzhì ,(N),prepared by
,,5,编制,編製,biānzhì ,(VA),prepared by
,,5,边界,邊界,biānjiè ,(N),boundary
,,5,边缘,邊緣,biānyuán ,(N),edge
,,5,贬,貶,biăn ,(VS),derogatory
,,5,贬值,貶值,biănzhí ,(VS),depreciate
,,5,匾额,匾額,biăné ,(N),plaque
,,5,便,便,biàn ,(N),be
,,5,便利店,便利商店,biànlìshāngdiàn,(N),convenience store
,,5,辨认,辨認,biànrèn ,(VA),identify
,,5,辨识,辨識,biànshì ,(VA),identify
,,5,辩,辯,biàn ,(VA),debate
,,5,辩护,辯護,biànhù ,(VA),defend
,,5,辩论,辯論,biànlùn ,(VA),debate
,,5,变革,變革,biàngé ,(N),change
,,5,变迁,變遷,biànqiān ,(VS),change
,,5,变通,變通,biàntōng ,(VA),change
,,5,变形,變形,biànxíng ,(VS),deformation
,,5,标签,標籤,biāoqiān ,(N),label
,,5,标语,標語,biāoyŭ ,(N),slogan
,,5,表白,表白,biăobái ,(VA),confess
,,5,表明,表明,biăomíng ,(VA),show
,,5,鼻孔,鼻孔,bíkǒng ,(N),nostril
,,5,鼻涕,鼻涕,bítì ,(N),nose
,,5,笔录,筆錄,bǐlù ,(N),record
,,5,笔友,筆友,bǐyǒu,(N),pen pal
,,5,比率,比率,bǐlǜ ,(N),ratio
,,5,比拟,比擬,bǐnǐ ,(VA),match
,,5,比喻,比喻,bǐyù,(N),simile
,,5,比重,比重,bǐzhòng ,(N),proportion
,,5,必备,必備,bìbèi ,(VS),must
,,5,必定,必定,bìdìng ,(Adv),must
,,5,必然,必然,bìrán ,(Adv),inevitable
,,5,闭幕,閉幕,bìmù ,(VS),closure
